job_url;job_name;company;company_url;full_field;location;posted_on;views;num_of_applicants;seniority;num_of_employees;job_location;job_description;employment_type;job_functions;industry;past_day_applicants;applicants_seniority;applicants_education;applicants_location;company_growth;followershttps://www.linkedin.com/jobs/search/?currentJobId=1915015454;Дежурный ~ КПП;;;101.ua Company Location Ivano-Frankivs’ka Oblast’, UA;;Posted 4 days ago;1 view;0 applicants;Entry level;;Ivano-Frankivs’ka Oblast’, UA;Образование: Опыт работы:не имеет значения График работы: Описание вакансии"Дежурный ~ КПП": г.Ивано-Франковск, Офис-центр примет, Тел.(050)_285__61__18_ срочно требуется ВАХТЕР – КОНСЬЕРЖ (ка) – Дежурный-ая (АЯ), СТОРОЖ, Охранник на постоянное место работы. з/п 85OOгрн./месяц/это ставка в посменном графике. Требования: возраст до 7O лет примерно, аккуратность и вежливость в работе, очень важно – это отсутствие вредных привычек. Работа на посменном – дневном графике, два/два дня. Обязанности: обеспечение контроля пропусков у сотрудников, запись посетителей. Условия работы: спец.одежда предоставляется с официальным, или неофициальным трудоустройством.;Full-time;Other;Primary/SecondaryEducationEducationManagementStaffing&Recruiting;;;;;;
https://www.linkedin.com/jobs/search/?currentJobId=1919000326;Technical Support Engineer (Remote) - $60,000/year USD;Crossover for Work;https://www.linkedin.com/company/crossover-/life/;Crossover for Work Company Location Kiev, UA;;Posted 1 day ago;64 views;2 applicants;Associate;1,001-5,000 employees;Kiev, UA;Are you the most technical support agent on your current team and ready to take your skills to the next level? Do you love learning software products and using cutting-edge technology to conquer challenges every day?Our team supports 100 unique enterprise software products with everything from mobile app development platforms to database load-balancers. Our agents not only have the opportunity to learn, use, and support these products, they also become deep technical experts who can solve problems that no one has seen before. Every day gives you a satisfying challenge when you get tickets from multiple technology stacks that need an expert to deep dive into the root causes and create solutions to new problems.Crossover consistently wows its customers with the quality of support we provide and is growing at a very exciting pace. Join our advanced technical support team to see how interesting and challenging we’ve made support.What You Will Be DoingMaking customers think you are magical by solving complicated or never-before-seen issues with your technical and product expertise.Continuously growing your depth of knowledge on the products you support, as well as expanding to new technologies and domains as you learn our 100 products.Sharpening your technical prowess by deep diving into source code, databases, logs, and traces to get to the root cause of any issue.What You Won’t Be DoingStagnating on the same technology or product. We budget over 8 hours per week to learn and master additional products and technology stacks, so you are continuously expanding your knowledge and experience with enterprise software and related domains.Writing knowledge base articles. The solutions you generate are documented by our dedicated knowledge base team, converting your effort into long-term value for customers via self-service and also reducing the chance you will get repetitive requests.Spending your day answering calls or providing basic/trivial troubleshooting.Technical Support Engineer Key ResponsibilitiesDiagnosing, troubleshooting, and developing new solutions that solve the root cause of customer problems in tickets elevated from our L1 support team.Writing step-by-step processes, technical solutions, and ticket updates to customers using clear and concise English.Learning new products quickly and effectively. When given access to user and developer documentation, knowledge base articles, source code, and infrastructure be able to develop a layered understanding of how the product works end-to-end.Basic Requirements2+ years of experience with software development. You won't be programming in this role, but you will need to read and understand code, write scripts, query databases, and scrutinize dense log files while troubleshooting.2+ years of experience with customer-facing support. The solutions you provide are highly technical, but a customer-focused approach to ticket handling is essential to provide a great experience.C1 level English proficiency and the ability to write with a professional tone.About CrossoverCrossover has been a pioneer of the remote work model since our inception in 2010 - helping thousands of people find great work opportunities. We focus on full-time, long-term work - not short-term "gigs" or freelancing side jobs. Most of our positions are within a large and growing portfolio of software companies. Since we focus on remote work, our openings can be filled globally and pay standardized compensation rates, regardless of where you choose to live.Join the thousands of professionals that have partnered with Crossover to explore new opportunities and find their dream job. Go to www.crossover.com/testimonials to read their stories. Better yet, write your own story!What to expect next:You will receive an email with a link to start your self-paced, online job application.Our hiring platform will guide you through a series of online “screening” assessments to check for basic job fit, job-related skills, and finally a few real-world job-specific assignments.You will be paired up with one of our recruiting specialists who can answer questions you might have about the process, role, or company, and help you get to the final interview step.Important! If you do not receive an email from us:First, emails may take up to 15 minutes to send, refresh and check again.Second, check your spam and junk folders for an email from Crossover.com, mark as “Not Spam” since you will receive other emails as well.Third, we will send to whatever email account you indicated on the Apply form - by default, that is the email address you use as your LinkedIn username and it might be different than the one you have already checked.If all else fails, just visit https://jobs.crossover.com directly, search for this job, and click “Apply”. You will be prompted to reset your password if you already applied using LinkedIn EasyApply. Crossover Job Code: LJ-3330-UA-Kiev-TechnicalSuppo.008;Full-time;EngineeringInformationTechnologyCustomerService;ComputerSoftwareInformationTechnology&ServicesTelecommunications;;;;;10% Company-wide 2y growth;1,426,816 followers
https://www.linkedin.com/jobs/search/?currentJobId=1919124133;C++ Trainee;Global Logic;https://www.linkedin.com/company/nds-service-pay-tv-technology/life/;Global Logic Company Location L'viv, UA;;Posted 1 day ago;14 views;0 applicants;Internship;;L'viv, UA;DescriptionOur customer is developing new generation of bed side monitors and team participate in most of components of this platform.Requirements Accuracy and desire to learn  Basic knowledge in C++ and Linux  Some Engish knowledge PreferencesQtResponsibilitiesIt’s trainee positoin so responsibilities are simple: Write code   Do system configurations  Debug issues  Learn, learn, learnWe Offer Exciting Projects: Come take your place at the forefront of digital transformation! With clients across all industries and sectors, we offer an opportunity to participate in creating market-defining products using the latest technologies. Collaborative Environment: Expand your skills by collaborating with a diverse team of highly talented people in an open, laidback environment — or even abroad in one of our global centers or client facilities! Work-Life Balance: GlobalLogic prioritizes work-life balance, which is why we offer flexible opportunities and options. Professional Development: Our dedicated Learning & Development team regularly organizes certification and technical / soft skill training to help you realize your professional goals. Excellent Benefits: We provide our consultants with competitive compensation and benefits Fun Perks: We want you to love where you work, which is why we host sports classes, cultural, social and team building activities such as sports competitions and end-of-year corporate parties. Our vibrant offices also include dedicated GL Zones and rooftop decks where you can drink coffee or tea with your colleagues over a game of table football or darts!;Full-time;Other;InformationTechnology&ServicesComputerSoftwareTelecommunications;;;;;87% Company-wide 2y growth;1,996 followers
https://www.linkedin.com/jobs/search/?currentJobId=1915001101;Junior Support Engineer;voicespin;https://www.linkedin.com/company/voicespin/life/;voicespin Company Location Kiev, UA;;Posted 4 days ago;31 views;2 applicants;Entry level;11-50 employees;Kiev, UA;Founded in 2006 and headquartered in Israel, VoiceSpin serves as a leading global provider of unified communications and Linux-based IP communication solutions. VoiceSpin serves over 500 international large enterprises, high-tech corporations, private companies, communication brands in the spheres of e-commerce, trading, finances, government, law and more. Among the company's clients, there are such well-known brands as Toyota, Fedex, AT&T, Etoro, Burger ranch, Hebrew university, Pizza Hut and others.Responsibilities Serve as the 1st tier for customers seeking technical assistance on the Voicespin products over the phone, email or chat  Perform remote troubleshooting through diagnostic techniques and pertinent questions by customers  Walk the customer through the problem-solving process  Direct unresolved issues to the next level of support  Provide accurate information on Voicespin IT products and services  Record events, issues and resolutions in logs  Follow-up and update customer status and information  Pass on any feedback or suggestion by customers to the appropriate internal team  Identify and suggest possible improvements on procedures Requirements Linux administration  English - upper-intermediate+ Basic knowledge of VoIP Would Be An Advantage Asterisk  Google Cloud and AWS  Understanding SIP&IAX protocols  Networking  VICI Dialer We Offer International clients and colleagues cooperation  Competitive compensation level  Paid vacations and sick leaves  Knowledge sharing and training internal and external activities  Flexible working schedule (8-17/9-18/10-19/duties), 4 night shifts a month  Cozy modern office in the city center (5 minutes from m.Zoloty Vorota ) Medical insurance  SPD maintenance by the Company  Gym and pool  Active internal office life: club of board games, quiz club etc.;Full-time;InformationTechnology;InformationTechnology&ServicesInternetTelecommunications;;;;;20% Company-wide 2y growth;274 followers
https://www.linkedin.com/jobs/search/?currentJobId=1919144643;Laravel Developer (remote+office);IT Recruitment Solutions (ITRS.ua) ®;https://www.linkedin.com/company/-it-recruitment-solutions-company/life/;IT Recruitment Solutions (ITRS.ua) ® Remote Company Location Kiev, UA;Remote;Posted 1 day ago;29 views;5 applicants;Entry level;2-10 employees;Kiev, UA;REQUIREMENTS:Laravel development experience from 3 yearsPractical skills with SQLKnowledge of TDD will be an advantageEnglish: Upper-Intermediate level or higher.COMPANY OFFERS:Competitive salaryEmployment as a private entrepreneur, it’s support is provided by company accountingFlexible working hoursPossibility of remote work with visiting the office on required daysPaid sick leave and vacationCompensation for professional trainings and educationFunded business trips to EuropeConvenient office location near metro station in the Kyiv city centre.Please, send your CV marked «Laravel Developer (remote+office)» in the subject via e-mail:resume[at]itrs.uaTel.: (044) 228-7271;Full-time;EngineeringInformationTechnology;InformationTechnology&ServicesComputerSoftwareInternet;5;1 Senior level applicant#1 Entry level applicant;75% have a Bachelor's Degree#25% have a Master's Degree;Venezuela 1–5 applicants#Turkey 1–5 applicants#Egypt 1–5 applicants;;410 followers
https://www.linkedin.com/jobs/search/?currentJobId=1915002129;Учитель информатики (и математики);Odessa Animation Studio;https://www.linkedin.com/company/odessa-animation-studio/life/;Odessa Animation Studio Company Location Odessa, UA;;Posted 4 days ago;1 view;0 applicants;Entry level;51-200 employees;Odessa, UA;Требования:Полное высшее педагогическое образованиеЖелателен опыт работы в школеЖелание работать с инновационными образовательными технологиямиЗнание методики работы в школеЛюбовь к детямПунктуальность, ответственность, аккуратность. Обязанности:Проведение уроков информатики (та математики) Условия работы:официальное трудоустройстводружный коллективв гимназии созданы комфортные условия работы (наличие компьютерного кабинета с интерактивной доской)полный соц. пакет (оплачиваемый отпуск 56 дней, доплата на оздоровление 1 раз в год).;Full-time;EducationTraining;Food&BeveragesPrimary/SecondaryEducationEducationManagement;;;;;;79 followers
https://www.linkedin.com/jobs/search/?currentJobId=1919140549;Кредитний експерт;Forward Bank;https://www.linkedin.com/company/forwardbankwi/life/;Forward Bank Company Location Kropyvnytskyi City, UA;;Posted 1 day ago;2 views;0 applicants;;51-200 employees;Kropyvnytskyi City, UA;Forward Bank  запрошує Тебе стати частиною команди професіоналів. Якщо Ти володієш відмінними організаторськими здібностями, талантом надихати і розвивати людей, націлений на результат і хочеш реалізувати свій потенціал, ми пропонуємо Тобі унікальну можливість стати партнером Forward Bank! Ми пропонуємо Тобі взаємовигідне партнерство:   ти зможеш  побудувати бізнес  разом з Forward Bank  отримаєш  конкурентоспроможний дохід  та можливість впливати на рівень свого заробітку, а також можливість участі у додаткових бонусних програмах  розпочнеш банківську кар'єру та зможеш працювати  за власним розкладом    отримаєш можливість  самореалізації  , подальшого зростання і розвитку разом з Forward Bank.  Разом з нами Ти будеш займатися:   Пошук і залучення нових Клієнтів Банку.  Консультування Клієнтів Банку щодо програм споживчого кредитування.  Формування пакетів клієнтських справ і передача їх в офіс Банку.  Планування, адміністрування, контроль і аналіз роботи з проведення заходів, спрямованих на підвищення обсягу продажів.  Розвиток території для збільшення продажів.  Запобігання боргів і забезпечення якості роботи з Клієнтами Банку.  У нас ти матимеш:   цікаву та динамічну роботу в команді лідерів  доступне дистанційне навчання продуктам і технікам продажу  рівень доходу, який безпосередньо залежить від якісних і кількісних показників продажів.  Стань частиною команди Forward Bank - зроби «Крок назустріч» до своєї мрії!;Full-time;Other;FinancialServices;;;;;8% Company-wide 2y growth;569 followers
https://www.linkedin.com/jobs/search/?currentJobId=1919149211;Кредитний експерт;Forward Bank;https://www.linkedin.com/company/forward-bank/life/;Forward Bank Company Location Illintsi, UA;;Posted 1 day ago;1 view;0 applicants;;501-1,000 employees;Illintsi, UA;Forward Bank  запрошує Тебе стати частиною команди професіоналів. Якщо Ти володієш відмінними організаторськими здібностями, талантом надихати і розвивати людей, націлений на результат і хочеш реалізувати свій потенціал, ми пропонуємо Тобі унікальну можливість стати партнером Forward Bank! Ми пропонуємо Тобі взаємовигідне партнерство: ти зможеш  побудувати бізнес разом з Forward Bank  отримаєш  конкурентоспроможний дохід  та можливість впливати на рівень свого заробітку, а також можливість участі у додаткових бонусних програмах  розпочнеш банківську кар'єру та зможеш працювати  за власним розкладом   отримаєш можливість  самореалізації , подальшого зростання і розвитку разом з Forward Bank. Разом з нами Ти будеш займатися: Пошук і залучення нових Клієнтів Банку.  Консультування Клієнтів Банку щодо програм споживчого кредитування.  Формування пакетів клієнтських справ і передача їх в офіс Банку.  Планування, адміністрування, контроль і аналіз роботи з проведення заходів, спрямованих на підвищення обсягу продажів.  Розвиток території для збільшення продажів.  Запобігання боргів і забезпечення якості роботи з Клієнтами Банку. У нас ти матимеш: цікаву та динамічну роботу в команді лідерів  доступне дистанційне навчання продуктам і технікам продажу  рівень доходу, який безпосередньо залежить від якісних і кількісних показників продажів. Стань частиною команди Forward Bank - зроби «Крок назустріч» до своєї мрії!;Full-time;Other;FinancialServices;;;;;1% Company-wide 2y growth;302 followers
https://www.linkedin.com/jobs/search/?currentJobId=1914988602;Product Owner "Процеси логістики на ERP";Platinum Bank Украина;https://www.linkedin.com/company/platinum-bank-/life/;Platinum Bank Украина Company Location Kiev, UA;;Posted 4 days ago;15 views;0 applicants;Director;1,001-5,000 employees;Kiev, UA;Vodafone Україна - компанія світового рівня, що займає провідні позиції у сфері технологій та впроваджує інновації у всіх напрямках діяльності. Щодня ми працюємо над впровадженням амбітних проектів в телекомунікаціях, Сloud Services, Big Data, IoT, Smart City.Обов'язки Реінжиніринг бізнес-процесів логістики  Підготовка на узгодження бізнес-вимог задля автоматизації процесів логістики  Співпраця з командою автоматизації бізнес-процесів на цифрових платформах компанії, контроль реалізації задач зі сторони команди розробки  Тестування функціональності впроваджуваних бізнес-процесів на ERP  Участь в розробці нормативних і регламентуючих документів  Підготовка презентаційних матеріалів з захисту ініціатив в рамках розвитку цифрових рішень компанії Вимоги: Досвід роботи бізнес-аналітиком на IT проектах від 2-х років  Наявність досвіду впровадження логістичних бізнес-процесів на ERP системах  Знання специфіки впровадження процесів на SAP ERP є перевагою  Знання agile методологій впровадження продуктів (Scrum, LeSS, Kanban) та досвід роботи в agile командах є перевагою  Гарні комунікаційні навички, вміння налагоджувати і підтримувати активну та конструктивну комунікацію з колегами на партнерами  Лідерські якості  Зацікавленість і прагнення до безперервного навчання і розвитку  Ініціативність, готовність брати відповідальність за рішення нестандартних завдань  Вища економічна/фінансова/технічна освіта Ми пропонуємо: Колектив однодумців, прозорість рішень та відкритість в комунікації  Офіційне працевлаштування, соціальні гарантії  Гнучкий графік роботи та віддалені робочі дні  31 календарний день відпустки  Медичне корпоративне страхування та оздоровлення  Безкоштовний мобільний зв'язок  Вигідний тарифний план від Vodafone для сім'ї  Професійне навчання за рахунок роботодавця  Активне корпоративне життяЯкщо тебе зацікавила дана позиція, надсилай нам своє резюме з очікуваннями заробітної плати;Full-time;EngineeringInformationTechnology;Primary/SecondaryEducationEducationManagementStaffing&Recruiting;;;;;1% Company-wide 2y growth;598 followers
https://www.linkedin.com/jobs/search/?currentJobId=1919151525;Тестировщик / QA Engineer (1C);Компания «Цитрус»;https://www.linkedin.com/company/citrus-trade-llc/life/;Компания «Цитрус» Company Location Odessa, UA;;Posted 1 day ago;21 views;2 applicants;Entry level;1,001-5,000 employees;Odessa, UA;В команду Citrus.ua приглашаем Тестировщика 1С! Задачи:Тестирование доработок и нового функционала реализованного в 1С Ведение тестовой документации Работа с Jira Проверка результатов обновления нетиповых конфигураций 1С Участие в проектах по внедрению новых учетных систем, интеграции 1С с другими сервисами в качестве QA инженера.Необходимые навыки:Опыт работы с 1С от полугода Знание теории тестирования Понимание SOAP и XML Понимание принципов разработки.Условия работы:График работы 9−18/10−19, Пн-Пт. Офис с видом на море в самом центре города на ст. Черноморец. Лаунж-зона с баром в корпоративном кафе на территории офиса. Возможность карьерного роста (множество кейсов вертикального и горизонтального развития сотрудников) Корпоративные скидки на весь ассортимент компании.Ждём ваше резюме);Full-time;QualityAssurance;Staffing&RecruitingHumanResourcesRetail;;;;;1% Company-wide 2y growth;1,975 followers
https://www.linkedin.com/jobs/search/?currentJobId=1919147524;Викладач англійської мови (London School of English Київ);The London School of English;https://www.linkedin.com/company/london-school-of-english/life/;The London School of English Company Location Kiev, UA;;Posted 1 day ago;5 views;0 applicants;;11-50 employees;Kiev, UA;London School of English шукає молодих, мотивованих та активних вчителів англійської мови, які бажають працювати в стабільній міжнародній британській компанії.Якщо Ви шукаєте професійний розвиток та можливості кар'єрного зросту у динамічному багатонаціональному середовищі, приєднуйтесь до нашої команди у Києві!З 1996 року ми відкрили 7 шкіл у найбільших містах України. Протягом цього часу нашим пріоритетом є забезпечення найкращої освіти для клієнтів, найкращої якості навчання та підвищення кваліфікації співробітників.Ми пропонуємо: Повну зайнятість Офіційне працевлаштування Конкурентний рівень заробітної плати Професійний розвиток Підтримку при підготовці та складанні міжнародних іспитів, включаючи професійні (DELTA) Медичне страхування Підтримку для іногородніх: якщо ви мешкаєте в іншому місті, компанія допоможе Вам з переїздом в Київ.Вимоги: CELTA Вища освіта Досвід викладання дорослим, підліткам та дітям у приватних мовних школах Володіння англійською мовою на рівні C1 - C2.;Full-time;Other;EducationManagementStaffing&RecruitingHumanResources;;;;;8% Company-wide 2y growth;8,102 followers
